1	1	1	1.55	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	2	0.9000002	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	3	0.6000001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	4	0.5000001	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	5	1	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	6	1.699999	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	7	0.9500002	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	8	0.7500001	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	9	1.3	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	10	0.4	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	11	1.45	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	12	1.5	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	13	1.2	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	14	1.1	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	15	0.8500001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	16	1.6	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	17	1.4	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	18	0.8000001	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	19	1.35	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	20	0.5500001	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	21	1.25	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	22	1.05	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	23	1.15	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	24	0.6500001	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	25	0.7000001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	26	0.45	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	27	0.35	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	28	1.649999	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	29	0.25	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	30	0.3	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	1	1.5	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	2	0.5500001	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	3	1.45	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	4	1.2	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	5	1.6	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	6	0.3	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	7	1.1	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	8	0.25	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	9	0.7000001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	10	0.6000001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	11	0.9000002	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	12	0.8000001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	13	1.3	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	14	1.699999	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	15	0.8500001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	16	0.9500002	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	17	0.7500001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	18	1.35	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	19	0.6500001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	20	0.35	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	21	1.55	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	22	0.5000001	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	23	1.25	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	24	0.4	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	25	1.05	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	26	1.4	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	27	1.649999	0	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	28	0.45	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	29	1	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
1	1	30	1.15	1	114.26	107.7	127.2	57.68	80.71	82.54	-49.51864	-25.06035	-35.11006
0	0	1	1	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	2	0.75	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	3	1.2	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	4	0.75	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	5	0.6	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	6	0.9	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	7	0.75	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	8	0.9	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	9	1	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	10	0.9	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	11	1.2	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	12	0.25	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	13	0.6	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	14	0.75	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	15	0.6	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	16	0.25	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	17	0.9	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	18	1	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	19	0.9	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	20	1.2	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	21	1	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	22	1.2	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	23	0.75	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	24	0.6	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	25	1	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	26	0.25	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	27	0.6	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	28	0.25	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	29	1.2	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	0	30	0.25	1	83.8	104.21	100.63	57.36	80.75	79.37	-31.55132	-22.51223	-21.1269
0	2	1	0.9	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	2	0.75	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	3	0.6	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	4	1.2	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	5	0.75	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	6	0.25	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	7	1.2	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	8	0.6	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	9	0.75	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	10	0.9	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	11	0.25	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	12	0.9	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	13	0.75	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	14	0.6	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	15	1	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	16	1.2	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	17	0.6	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	18	1	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	19	0.9	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	20	0.25	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	21	0.75	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	22	1	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
0	2	23	0.25	1	82.37	98.26	102.99	79.93	97.58	99.63	-2.962246	-0.6920418	-3.262453
